# Selection : patch(wallsGeo)
# Faces  :    6548
# Area   :    1.487874e-04
# Time        	areaAverage(U)
0.0895504     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0897752     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.09          	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0902326     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0904651     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0906921     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0909192     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0911406     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0913621     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0915836     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0917994     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0920152     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0922253     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0924355     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0926456     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0928499     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0930542     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0932585     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0934567     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.093655      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0938533     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0940454     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0942375     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0944296     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0946216     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0948071     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0949926     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.095178      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0953635     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0955489     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.095727      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.095905      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0960831     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0962611     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0964392     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0966087     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0967783     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0969478     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0971174     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.097287      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0974565     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0976261     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0977844     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0979426     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0981009     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0982591     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0984174     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0985757     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0987339     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0988922     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0990504     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0992087     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0993406     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0994725     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0996044     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0997362     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.0998681     	(0.000000e+00 0.000000e+00 0.000000e+00)
0.1           	(0.000000e+00 0.000000e+00 0.000000e+00)
0.100149      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.100299      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.100448      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.100595      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.100742      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.100886      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.101031      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.101176      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.101318      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.10146       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.1016        	(0.000000e+00 0.000000e+00 0.000000e+00)
0.10174       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.10188       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.102018      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.102156      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.102293      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.102428      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.102564      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.102699      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.102832      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.102964      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.103097      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.103227      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.103358      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.103488      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.103618      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.103746      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.103873      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.104001      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.104126      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.104251      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.104376      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.104501      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.104623      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.104745      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.104867      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.10499       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.105112      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.105231      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.10535       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.10547       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.105589      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.105708      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.105824      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.10594       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.106056      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.106172      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.106288      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.1064        	(0.000000e+00 0.000000e+00 0.000000e+00)
0.106513      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.106625      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.106738      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.10685       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.106963      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.107075      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.107184      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.107292      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.1074        	(0.000000e+00 0.000000e+00 0.000000e+00)
0.107509      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.107617      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.107725      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.107834      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.107942      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.10805       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.108153      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.108255      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.108358      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.108461      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.108563      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.108666      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.108769      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.108871      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.108974      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.109076      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.109179      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.109282      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.109384      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.109472      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.10956       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.109648      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.109736      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.109824      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.109912      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.11          	(0.000000e+00 0.000000e+00 0.000000e+00)
0.110099      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.110198      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.110296      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.110394      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.110491      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.110588      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.110685      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.110781      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.110877      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.110973      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.111068      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.111163      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.111258      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.111352      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.111446      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.11154       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.111633      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.111726      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.111819      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.111911      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.112003      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.112095      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.112186      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.112277      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.112368      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.112457      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.112547      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.112637      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.112727      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.112815      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.112904      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.112993      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.11308       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.113168      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.113256      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.113343      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.11343       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.113516      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.113603      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.113689      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.113774      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.11386       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.113945      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.11403       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.114114      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.114198      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.114282      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.114366      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.114451      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.114533      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.114616      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.114699      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.114782      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.114863      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.114945      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.115026      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.115108      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.115189      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.11527       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.11535       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.11543       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.11551       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.11559       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.115671      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.115749      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.115828      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.115907      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.115985      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.116064      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.116143      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.11622       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.116297      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.116374      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.116451      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.116529      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.116606      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.116683      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.116758      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.116834      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.116909      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.116984      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.11706       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.117135      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.117211      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.117286      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.117361      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.117435      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.117508      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.117581      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.117655      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.117728      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.117801      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.117874      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.117948      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.118021      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.118094      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.118165      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.118235      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.118306      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.118377      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.118447      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.118518      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.118588      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.118659      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.11873       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.1188        	(0.000000e+00 0.000000e+00 0.000000e+00)
0.118871      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.118941      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.119012      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.119082      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.119153      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.119218      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.119283      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.119348      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.119414      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.119479      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.119544      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.119609      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.119674      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.119739      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.119805      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.11987       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.119935      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.12          	(0.000000e+00 0.000000e+00 0.000000e+00)
0.120068      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.120136      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.120204      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.120271      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.120339      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.120406      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.120473      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.12054       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.120607      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.120673      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.12074       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.120806      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.120872      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.120938      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.121004      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.12107       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.121135      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.1212        	(0.000000e+00 0.000000e+00 0.000000e+00)
0.121266      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.121331      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.121396      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.12146       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.121525      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.12159       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.121654      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.121718      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.121782      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.121846      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.12191       	(0.000000e+00 0.000000e+00 0.000000e+00)
0.121973      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.122037      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.1221        	(0.000000e+00 0.000000e+00 0.000000e+00)
0.122163      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.122226      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.122289      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.122352      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.122414      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.122477      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.122539      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.122601      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.122663      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.122726      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.122787      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.122849      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.122911      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.122972      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.123033      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.123094      	(0.000000e+00 0.000000e+00 0.000000e+00)
0.123156      	(0.000000e+00 0.000000e+00 0.000000e+00)
