# Selection : patch(inletGeo)
# Faces  :    276
# Area   :    2.444609e-05
# Time        	areaAverage(U)
0.04          	(0.000000e+00 -5.964756e-03 0.000000e+00)
0.042         	(0.000000e+00 -6.773841e-03 0.000000e+00)
0.044         	(0.000000e+00 -7.680374e-03 0.000000e+00)
0.046         	(0.000000e+00 -8.694305e-03 0.000000e+00)
0.048         	(0.000000e+00 -9.826356e-03 0.000000e+00)
0.05          	(0.000000e+00 -1.108805e-02 0.000000e+00)
0.052         	(0.000000e+00 -1.249175e-02 0.000000e+00)
0.0536        	(0.000000e+00 -1.372579e-02 0.000000e+00)
0.0552        	(0.000000e+00 -1.506630e-02 0.000000e+00)
0.0568        	(0.000000e+00 -1.652080e-02 0.000000e+00)
0.0578667     	(0.000000e+00 -1.755768e-02 0.000000e+00)
0.0589333     	(0.000000e+00 -1.865114e-02 0.000000e+00)
0.06          	(0.000000e+00 -1.980369e-02 0.000000e+00)
0.0611111     	(0.000000e+00 -2.106986e-02 0.000000e+00)
0.0622222     	(0.000000e+00 -2.240592e-02 0.000000e+00)
0.0631944     	(0.000000e+00 -2.363471e-02 0.000000e+00)
0.0641667     	(0.000000e+00 -2.492146e-02 0.000000e+00)
0.065         	(0.000000e+00 -2.607216e-02 0.000000e+00)
0.0658333     	(0.000000e+00 -2.726842e-02 0.000000e+00)
0.0666667     	(0.000000e+00 -2.851165e-02 0.000000e+00)
0.0673333     	(0.000000e+00 -2.954101e-02 0.000000e+00)
0.068         	(0.000000e+00 -3.060209e-02 0.000000e+00)
0.0686667     	(0.000000e+00 -3.169565e-02 0.000000e+00)
0.0693333     	(0.000000e+00 -3.282245e-02 0.000000e+00)
0.07          	(0.000000e+00 -3.398327e-02 0.000000e+00)
0.070625      	(0.000000e+00 -3.510312e-02 0.000000e+00)
0.07125       	(0.000000e+00 -3.625422e-02 0.000000e+00)
0.0718333     	(0.000000e+00 -3.735734e-02 0.000000e+00)
0.0724167     	(0.000000e+00 -3.848878e-02 0.000000e+00)
0.0729583     	(0.000000e+00 -3.956525e-02 0.000000e+00)
0.0735        	(0.000000e+00 -4.066705e-02 0.000000e+00)
0.0740417     	(0.000000e+00 -4.179463e-02 0.000000e+00)
0.0745382     	(0.000000e+00 -4.285127e-02 0.000000e+00)
0.0750347     	(0.000000e+00 -4.393029e-02 0.000000e+00)
0.0755313     	(0.000000e+00 -4.503204e-02 0.000000e+00)
0.0759781     	(0.000000e+00 -4.604334e-02 0.000000e+00)
0.076425      	(0.000000e+00 -4.707359e-02 0.000000e+00)
0.0768719     	(0.000000e+00 -4.812305e-02 0.000000e+00)
0.0773188     	(0.000000e+00 -4.919197e-02 0.000000e+00)
0.0777018     	(0.000000e+00 -5.012388e-02 0.000000e+00)
0.0780848     	(0.000000e+00 -5.107045e-02 0.000000e+00)
0.0784679     	(0.000000e+00 -5.203184e-02 0.000000e+00)
0.0788509     	(0.000000e+00 -5.300822e-02 0.000000e+00)
0.0792339     	(0.000000e+00 -5.399975e-02 0.000000e+00)
0.079617      	(0.000000e+00 -5.500660e-02 0.000000e+00)
0.08          	(0.000000e+00 -5.602893e-02 0.000000e+00)
0.0803704     	(0.000000e+00 -5.703234e-02 0.000000e+00)
0.0807407     	(0.000000e+00 -5.805054e-02 0.000000e+00)
0.0810969     	(0.000000e+00 -5.904366e-02 0.000000e+00)
0.081453      	(0.000000e+00 -6.005072e-02 0.000000e+00)
0.0817949     	(0.000000e+00 -6.103074e-02 0.000000e+00)
0.0821368     	(0.000000e+00 -6.202386e-02 0.000000e+00)
0.0824786     	(0.000000e+00 -6.303019e-02 0.000000e+00)
0.0828056     	(0.000000e+00 -6.400524e-02 0.000000e+00)
0.0831327     	(0.000000e+00 -6.499260e-02 0.000000e+00)
0.0834448     	(0.000000e+00 -6.594665e-02 0.000000e+00)
0.083757      	(0.000000e+00 -6.691209e-02 0.000000e+00)
0.0840691     	(0.000000e+00 -6.788903e-02 0.000000e+00)
0.0843813     	(0.000000e+00 -6.887754e-02 0.000000e+00)
0.084677      	(0.000000e+00 -6.982479e-02 0.000000e+00)
0.0849727     	(0.000000e+00 -7.078259e-02 0.000000e+00)
0.0852684     	(0.000000e+00 -7.175101e-02 0.000000e+00)
0.0855468     	(0.000000e+00 -7.267225e-02 0.000000e+00)
0.0858251     	(0.000000e+00 -7.360304e-02 0.000000e+00)
0.0861034     	(0.000000e+00 -7.454344e-02 0.000000e+00)
0.0863817     	(0.000000e+00 -7.549351e-02 0.000000e+00)
0.0866601     	(0.000000e+00 -7.645333e-02 0.000000e+00)
0.086917      	(0.000000e+00 -7.734801e-02 0.000000e+00)
0.0871739     	(0.000000e+00 -7.825110e-02 0.000000e+00)
0.0874308     	(0.000000e+00 -7.916264e-02 0.000000e+00)
0.0876877     	(0.000000e+00 -8.008268e-02 0.000000e+00)
0.0879447     	(0.000000e+00 -8.101128e-02 0.000000e+00)
0.0882016     	(0.000000e+00 -8.194848e-02 0.000000e+00)
0.0884264     	(0.000000e+00 -8.277563e-02 0.000000e+00)
0.0886512     	(0.000000e+00 -8.360944e-02 0.000000e+00)
0.088876      	(0.000000e+00 -8.444994e-02 0.000000e+00)
0.0891008     	(0.000000e+00 -8.529717e-02 0.000000e+00)
0.0893256     	(0.000000e+00 -8.615115e-02 0.000000e+00)
0.0895504     	(0.000000e+00 -8.701192e-02 0.000000e+00)
0.0897752     	(0.000000e+00 -8.787952e-02 0.000000e+00)
0.09          	(0.000000e+00 -8.875397e-02 0.000000e+00)
0.0902326     	(0.000000e+00 -8.966585e-02 0.000000e+00)
0.0904651     	(0.000000e+00 -9.058513e-02 0.000000e+00)
0.0906921     	(0.000000e+00 -9.148970e-02 0.000000e+00)
0.0909192     	(0.000000e+00 -9.240141e-02 0.000000e+00)
0.0911406     	(0.000000e+00 -9.329778e-02 0.000000e+00)
0.0913621     	(0.000000e+00 -9.420099e-02 0.000000e+00)
0.0915836     	(0.000000e+00 -9.511108e-02 0.000000e+00)
0.0917994     	(0.000000e+00 -9.600448e-02 0.000000e+00)
0.0920152     	(0.000000e+00 -9.690447e-02 0.000000e+00)
0.0922253     	(0.000000e+00 -9.778713e-02 0.000000e+00)
0.0924355     	(0.000000e+00 -9.867609e-02 0.000000e+00)
0.0926456     	(0.000000e+00 -9.957137e-02 0.000000e+00)
0.0928499     	(0.000000e+00 -1.004479e-01 0.000000e+00)
0.0930542     	(0.000000e+00 -1.013304e-01 0.000000e+00)
0.0932585     	(0.000000e+00 -1.022190e-01 0.000000e+00)
0.0934567     	(0.000000e+00 -1.030872e-01 0.000000e+00)
0.093655      	(0.000000e+00 -1.039612e-01 0.000000e+00)
0.0938533     	(0.000000e+00 -1.048409e-01 0.000000e+00)
0.0940454     	(0.000000e+00 -1.056987e-01 0.000000e+00)
0.0942375     	(0.000000e+00 -1.065619e-01 0.000000e+00)
0.0944296     	(0.000000e+00 -1.074305e-01 0.000000e+00)
0.0946216     	(0.000000e+00 -1.083047e-01 0.000000e+00)
0.0948071     	(0.000000e+00 -1.091539e-01 0.000000e+00)
0.0949926     	(0.000000e+00 -1.100083e-01 0.000000e+00)
0.095178      	(0.000000e+00 -1.108678e-01 0.000000e+00)
0.0953635     	(0.000000e+00 -1.117326e-01 0.000000e+00)
0.0955489     	(0.000000e+00 -1.126025e-01 0.000000e+00)
0.095727      	(0.000000e+00 -1.134425e-01 0.000000e+00)
0.095905      	(0.000000e+00 -1.142873e-01 0.000000e+00)
0.0960831     	(0.000000e+00 -1.151370e-01 0.000000e+00)
0.0962611     	(0.000000e+00 -1.159915e-01 0.000000e+00)
0.0964392     	(0.000000e+00 -1.168509e-01 0.000000e+00)
0.0966087     	(0.000000e+00 -1.176739e-01 0.000000e+00)
0.0967783     	(0.000000e+00 -1.185013e-01 0.000000e+00)
0.0969478     	(0.000000e+00 -1.193331e-01 0.000000e+00)
0.0971174     	(0.000000e+00 -1.201695e-01 0.000000e+00)
0.097287      	(0.000000e+00 -1.210102e-01 0.000000e+00)
0.0974565     	(0.000000e+00 -1.218555e-01 0.000000e+00)
0.0976261     	(0.000000e+00 -1.227053e-01 0.000000e+00)
0.0977844     	(0.000000e+00 -1.235024e-01 0.000000e+00)
0.0979426     	(0.000000e+00 -1.243036e-01 0.000000e+00)
0.0981009     	(0.000000e+00 -1.251086e-01 0.000000e+00)
0.0982591     	(0.000000e+00 -1.259176e-01 0.000000e+00)
0.0984174     	(0.000000e+00 -1.267306e-01 0.000000e+00)
0.0985757     	(0.000000e+00 -1.275475e-01 0.000000e+00)
0.0987339     	(0.000000e+00 -1.283684e-01 0.000000e+00)
0.0988922     	(0.000000e+00 -1.291933e-01 0.000000e+00)
0.0990504     	(0.000000e+00 -1.300222e-01 0.000000e+00)
0.0992087     	(0.000000e+00 -1.308552e-01 0.000000e+00)
0.0993406     	(0.000000e+00 -1.315523e-01 0.000000e+00)
0.0994725     	(0.000000e+00 -1.322523e-01 0.000000e+00)
0.0996044     	(0.000000e+00 -1.329550e-01 0.000000e+00)
0.0997362     	(0.000000e+00 -1.336606e-01 0.000000e+00)
0.0998681     	(0.000000e+00 -1.343690e-01 0.000000e+00)
0.1           	(0.000000e+00 -1.350801e-01 0.000000e+00)
0.100149      	(0.000000e+00 -1.358884e-01 0.000000e+00)
0.100299      	(0.000000e+00 -1.367003e-01 0.000000e+00)
0.100448      	(0.000000e+00 -1.375158e-01 0.000000e+00)
0.100595      	(0.000000e+00 -1.383223e-01 0.000000e+00)
0.100742      	(0.000000e+00 -1.391323e-01 0.000000e+00)
0.100886      	(0.000000e+00 -1.399331e-01 0.000000e+00)
0.101031      	(0.000000e+00 -1.407374e-01 0.000000e+00)
0.101176      	(0.000000e+00 -1.415451e-01 0.000000e+00)
0.101318      	(0.000000e+00 -1.423431e-01 0.000000e+00)
0.10146       	(0.000000e+00 -1.431445e-01 0.000000e+00)
0.1016        	(0.000000e+00 -1.439360e-01 0.000000e+00)
0.10174       	(0.000000e+00 -1.447307e-01 0.000000e+00)
0.10188       	(0.000000e+00 -1.455287e-01 0.000000e+00)
0.102018      	(0.000000e+00 -1.463163e-01 0.000000e+00)
0.102156      	(0.000000e+00 -1.471071e-01 0.000000e+00)
0.102293      	(0.000000e+00 -1.479010e-01 0.000000e+00)
0.102428      	(0.000000e+00 -1.486841e-01 0.000000e+00)
0.102564      	(0.000000e+00 -1.494702e-01 0.000000e+00)
0.102699      	(0.000000e+00 -1.502594e-01 0.000000e+00)
0.102832      	(0.000000e+00 -1.510372e-01 0.000000e+00)
0.102964      	(0.000000e+00 -1.518180e-01 0.000000e+00)
0.103097      	(0.000000e+00 -1.526017e-01 0.000000e+00)
0.103227      	(0.000000e+00 -1.533735e-01 0.000000e+00)
0.103358      	(0.000000e+00 -1.541482e-01 0.000000e+00)
0.103488      	(0.000000e+00 -1.549258e-01 0.000000e+00)
0.103618      	(0.000000e+00 -1.557062e-01 0.000000e+00)
0.103746      	(0.000000e+00 -1.564738e-01 0.000000e+00)
0.103873      	(0.000000e+00 -1.572441e-01 0.000000e+00)
0.104001      	(0.000000e+00 -1.580172e-01 0.000000e+00)
0.104126      	(0.000000e+00 -1.587769e-01 0.000000e+00)
0.104251      	(0.000000e+00 -1.595393e-01 0.000000e+00)
0.104376      	(0.000000e+00 -1.603043e-01 0.000000e+00)
0.104501      	(0.000000e+00 -1.610719e-01 0.000000e+00)
0.104623      	(0.000000e+00 -1.618251e-01 0.000000e+00)
0.104745      	(0.000000e+00 -1.625808e-01 0.000000e+00)
0.104867      	(0.000000e+00 -1.633391e-01 0.000000e+00)
0.10499       	(0.000000e+00 -1.640999e-01 0.000000e+00)
0.105112      	(0.000000e+00 -1.648633e-01 0.000000e+00)
0.105231      	(0.000000e+00 -1.656106e-01 0.000000e+00)
0.10535       	(0.000000e+00 -1.663603e-01 0.000000e+00)
0.10547       	(0.000000e+00 -1.671124e-01 0.000000e+00)
0.105589      	(0.000000e+00 -1.678670e-01 0.000000e+00)
0.105708      	(0.000000e+00 -1.686240e-01 0.000000e+00)
0.105824      	(0.000000e+00 -1.693629e-01 0.000000e+00)
0.10594       	(0.000000e+00 -1.701042e-01 0.000000e+00)
0.106056      	(0.000000e+00 -1.708477e-01 0.000000e+00)
0.106172      	(0.000000e+00 -1.715936e-01 0.000000e+00)
0.106288      	(0.000000e+00 -1.723418e-01 0.000000e+00)
0.1064        	(0.000000e+00 -1.730696e-01 0.000000e+00)
0.106513      	(0.000000e+00 -1.737996e-01 0.000000e+00)
0.106625      	(0.000000e+00 -1.745317e-01 0.000000e+00)
0.106738      	(0.000000e+00 -1.752661e-01 0.000000e+00)
0.10685       	(0.000000e+00 -1.760027e-01 0.000000e+00)
0.106963      	(0.000000e+00 -1.767414e-01 0.000000e+00)
0.107075      	(0.000000e+00 -1.774824e-01 0.000000e+00)
0.107184      	(0.000000e+00 -1.781980e-01 0.000000e+00)
0.107292      	(0.000000e+00 -1.789156e-01 0.000000e+00)
0.1074        	(0.000000e+00 -1.796353e-01 0.000000e+00)
0.107509      	(0.000000e+00 -1.803571e-01 0.000000e+00)
0.107617      	(0.000000e+00 -1.810809e-01 0.000000e+00)
0.107725      	(0.000000e+00 -1.818067e-01 0.000000e+00)
0.107834      	(0.000000e+00 -1.825346e-01 0.000000e+00)
0.107942      	(0.000000e+00 -1.832646e-01 0.000000e+00)
0.10805       	(0.000000e+00 -1.839966e-01 0.000000e+00)
0.108153      	(0.000000e+00 -1.846920e-01 0.000000e+00)
0.108255      	(0.000000e+00 -1.853892e-01 0.000000e+00)
0.108358      	(0.000000e+00 -1.860883e-01 0.000000e+00)
0.108461      	(0.000000e+00 -1.867892e-01 0.000000e+00)
0.108563      	(0.000000e+00 -1.874919e-01 0.000000e+00)
0.108666      	(0.000000e+00 -1.881966e-01 0.000000e+00)
0.108769      	(0.000000e+00 -1.889030e-01 0.000000e+00)
0.108871      	(0.000000e+00 -1.896114e-01 0.000000e+00)
0.108974      	(0.000000e+00 -1.903216e-01 0.000000e+00)
0.109076      	(0.000000e+00 -1.910336e-01 0.000000e+00)
0.109179      	(0.000000e+00 -1.917475e-01 0.000000e+00)
0.109282      	(0.000000e+00 -1.924633e-01 0.000000e+00)
0.109384      	(0.000000e+00 -1.931809e-01 0.000000e+00)
0.109472      	(0.000000e+00 -1.937974e-01 0.000000e+00)
0.10956       	(0.000000e+00 -1.944154e-01 0.000000e+00)
0.109648      	(0.000000e+00 -1.950347e-01 0.000000e+00)
0.109736      	(0.000000e+00 -1.956554e-01 0.000000e+00)
0.109824      	(0.000000e+00 -1.962774e-01 0.000000e+00)
0.109912      	(0.000000e+00 -1.969008e-01 0.000000e+00)
0.11          	(0.000000e+00 -1.975256e-01 0.000000e+00)
0.110099      	(0.000000e+00 -1.982305e-01 0.000000e+00)
0.110198      	(0.000000e+00 -1.989372e-01 0.000000e+00)
0.110296      	(0.000000e+00 -1.996385e-01 0.000000e+00)
0.110394      	(0.000000e+00 -2.003415e-01 0.000000e+00)
0.110491      	(0.000000e+00 -2.010391e-01 0.000000e+00)
0.110588      	(0.000000e+00 -2.017383e-01 0.000000e+00)
0.110685      	(0.000000e+00 -2.024392e-01 0.000000e+00)
0.110781      	(0.000000e+00 -2.031346e-01 0.000000e+00)
0.110877      	(0.000000e+00 -2.038315e-01 0.000000e+00)
0.110973      	(0.000000e+00 -2.045301e-01 0.000000e+00)
0.111068      	(0.000000e+00 -2.052230e-01 0.000000e+00)
0.111163      	(0.000000e+00 -2.059175e-01 0.000000e+00)
0.111258      	(0.000000e+00 -2.066135e-01 0.000000e+00)
0.111352      	(0.000000e+00 -2.073037e-01 0.000000e+00)
0.111446      	(0.000000e+00 -2.079954e-01 0.000000e+00)
0.11154       	(0.000000e+00 -2.086887e-01 0.000000e+00)
0.111633      	(0.000000e+00 -2.093760e-01 0.000000e+00)
0.111726      	(0.000000e+00 -2.100648e-01 0.000000e+00)
0.111819      	(0.000000e+00 -2.107551e-01 0.000000e+00)
0.111911      	(0.000000e+00 -2.114391e-01 0.000000e+00)
0.112003      	(0.000000e+00 -2.121247e-01 0.000000e+00)
0.112095      	(0.000000e+00 -2.128118e-01 0.000000e+00)
0.112186      	(0.000000e+00 -2.134924e-01 0.000000e+00)
0.112277      	(0.000000e+00 -2.141745e-01 0.000000e+00)
0.112368      	(0.000000e+00 -2.148581e-01 0.000000e+00)
0.112457      	(0.000000e+00 -2.155351e-01 0.000000e+00)
0.112547      	(0.000000e+00 -2.162136e-01 0.000000e+00)
0.112637      	(0.000000e+00 -2.168934e-01 0.000000e+00)
0.112727      	(0.000000e+00 -2.175747e-01 0.000000e+00)
0.112815      	(0.000000e+00 -2.182491e-01 0.000000e+00)
0.112904      	(0.000000e+00 -2.189249e-01 0.000000e+00)
0.112993      	(0.000000e+00 -2.196021e-01 0.000000e+00)
0.11308       	(0.000000e+00 -2.202722e-01 0.000000e+00)
0.113168      	(0.000000e+00 -2.209437e-01 0.000000e+00)
0.113256      	(0.000000e+00 -2.216166e-01 0.000000e+00)
0.113343      	(0.000000e+00 -2.222908e-01 0.000000e+00)
0.11343       	(0.000000e+00 -2.229576e-01 0.000000e+00)
0.113516      	(0.000000e+00 -2.236257e-01 0.000000e+00)
0.113603      	(0.000000e+00 -2.242952e-01 0.000000e+00)
0.113689      	(0.000000e+00 -2.249660e-01 0.000000e+00)
0.113774      	(0.000000e+00 -2.256290e-01 0.000000e+00)
0.11386       	(0.000000e+00 -2.262934e-01 0.000000e+00)
0.113945      	(0.000000e+00 -2.269590e-01 0.000000e+00)
0.11403       	(0.000000e+00 -2.276259e-01 0.000000e+00)
0.114114      	(0.000000e+00 -2.282847e-01 0.000000e+00)
0.114198      	(0.000000e+00 -2.289448e-01 0.000000e+00)
0.114282      	(0.000000e+00 -2.296061e-01 0.000000e+00)
0.114366      	(0.000000e+00 -2.302686e-01 0.000000e+00)
0.114451      	(0.000000e+00 -2.309325e-01 0.000000e+00)
0.114533      	(0.000000e+00 -2.315876e-01 0.000000e+00)
0.114616      	(0.000000e+00 -2.322440e-01 0.000000e+00)
0.114699      	(0.000000e+00 -2.329016e-01 0.000000e+00)
0.114782      	(0.000000e+00 -2.335604e-01 0.000000e+00)
0.114863      	(0.000000e+00 -2.342102e-01 0.000000e+00)
0.114945      	(0.000000e+00 -2.348611e-01 0.000000e+00)
0.115026      	(0.000000e+00 -2.355131e-01 0.000000e+00)
0.115108      	(0.000000e+00 -2.361664e-01 0.000000e+00)
0.115189      	(0.000000e+00 -2.368209e-01 0.000000e+00)
0.11527       	(0.000000e+00 -2.374656e-01 0.000000e+00)
0.11535       	(0.000000e+00 -2.381114e-01 0.000000e+00)
0.11543       	(0.000000e+00 -2.387584e-01 0.000000e+00)
0.11551       	(0.000000e+00 -2.394065e-01 0.000000e+00)
0.11559       	(0.000000e+00 -2.400558e-01 0.000000e+00)
0.115671      	(0.000000e+00 -2.407062e-01 0.000000e+00)
0.115749      	(0.000000e+00 -2.413459e-01 0.000000e+00)
0.115828      	(0.000000e+00 -2.419866e-01 0.000000e+00)
0.115907      	(0.000000e+00 -2.426285e-01 0.000000e+00)
0.115985      	(0.000000e+00 -2.432715e-01 0.000000e+00)
0.116064      	(0.000000e+00 -2.439156e-01 0.000000e+00)
0.116143      	(0.000000e+00 -2.445608e-01 0.000000e+00)
0.11622       	(0.000000e+00 -2.451942e-01 0.000000e+00)
0.116297      	(0.000000e+00 -2.458286e-01 0.000000e+00)
0.116374      	(0.000000e+00 -2.464640e-01 0.000000e+00)
0.116451      	(0.000000e+00 -2.471005e-01 0.000000e+00)
0.116529      	(0.000000e+00 -2.477381e-01 0.000000e+00)
0.116606      	(0.000000e+00 -2.483767e-01 0.000000e+00)
0.116683      	(0.000000e+00 -2.490164e-01 0.000000e+00)
0.116758      	(0.000000e+00 -2.496426e-01 0.000000e+00)
0.116834      	(0.000000e+00 -2.502697e-01 0.000000e+00)
0.116909      	(0.000000e+00 -2.508979e-01 0.000000e+00)
0.116984      	(0.000000e+00 -2.515271e-01 0.000000e+00)
0.11706       	(0.000000e+00 -2.521573e-01 0.000000e+00)
0.117135      	(0.000000e+00 -2.527884e-01 0.000000e+00)
0.117211      	(0.000000e+00 -2.534206e-01 0.000000e+00)
0.117286      	(0.000000e+00 -2.540538e-01 0.000000e+00)
0.117361      	(0.000000e+00 -2.546880e-01 0.000000e+00)
0.117435      	(0.000000e+00 -2.553055e-01 0.000000e+00)
0.117508      	(0.000000e+00 -2.559240e-01 0.000000e+00)
0.117581      	(0.000000e+00 -2.565434e-01 0.000000e+00)
0.117655      	(0.000000e+00 -2.571638e-01 0.000000e+00)
0.117728      	(0.000000e+00 -2.577852e-01 0.000000e+00)
0.117801      	(0.000000e+00 -2.584074e-01 0.000000e+00)
0.117874      	(0.000000e+00 -2.590306e-01 0.000000e+00)
0.117948      	(0.000000e+00 -2.596548e-01 0.000000e+00)
0.118021      	(0.000000e+00 -2.602799e-01 0.000000e+00)
0.118094      	(0.000000e+00 -2.609059e-01 0.000000e+00)
0.118165      	(0.000000e+00 -2.615097e-01 0.000000e+00)
0.118235      	(0.000000e+00 -2.621143e-01 0.000000e+00)
0.118306      	(0.000000e+00 -2.627198e-01 0.000000e+00)
0.118377      	(0.000000e+00 -2.633262e-01 0.000000e+00)
0.118447      	(0.000000e+00 -2.639335e-01 0.000000e+00)
0.118518      	(0.000000e+00 -2.645416e-01 0.000000e+00)
0.118588      	(0.000000e+00 -2.651506e-01 0.000000e+00)
0.118659      	(0.000000e+00 -2.657605e-01 0.000000e+00)
0.11873       	(0.000000e+00 -2.663712e-01 0.000000e+00)
0.1188        	(0.000000e+00 -2.669828e-01 0.000000e+00)
0.118871      	(0.000000e+00 -2.675953e-01 0.000000e+00)
0.118941      	(0.000000e+00 -2.682086e-01 0.000000e+00)
0.119012      	(0.000000e+00 -2.688229e-01 0.000000e+00)
0.119082      	(0.000000e+00 -2.694380e-01 0.000000e+00)
0.119153      	(0.000000e+00 -2.700539e-01 0.000000e+00)
0.119218      	(0.000000e+00 -2.706233e-01 0.000000e+00)
0.119283      	(0.000000e+00 -2.711934e-01 0.000000e+00)
0.119348      	(0.000000e+00 -2.717642e-01 0.000000e+00)
0.119414      	(0.000000e+00 -2.723358e-01 0.000000e+00)
0.119479      	(0.000000e+00 -2.729081e-01 0.000000e+00)
0.119544      	(0.000000e+00 -2.734811e-01 0.000000e+00)
0.119609      	(0.000000e+00 -2.740549e-01 0.000000e+00)
0.119674      	(0.000000e+00 -2.746295e-01 0.000000e+00)
0.119739      	(0.000000e+00 -2.752047e-01 0.000000e+00)
0.119805      	(0.000000e+00 -2.757807e-01 0.000000e+00)
0.11987       	(0.000000e+00 -2.763574e-01 0.000000e+00)
0.119935      	(0.000000e+00 -2.769349e-01 0.000000e+00)
0.12          	(0.000000e+00 -2.775131e-01 0.000000e+00)
0.120068      	(0.000000e+00 -2.781176e-01 0.000000e+00)
0.120136      	(0.000000e+00 -2.787229e-01 0.000000e+00)
0.120204      	(0.000000e+00 -2.793249e-01 0.000000e+00)
0.120271      	(0.000000e+00 -2.799276e-01 0.000000e+00)
0.120339      	(0.000000e+00 -2.805312e-01 0.000000e+00)
0.120406      	(0.000000e+00 -2.811313e-01 0.000000e+00)
0.120473      	(0.000000e+00 -2.817322e-01 0.000000e+00)
0.12054       	(0.000000e+00 -2.823339e-01 0.000000e+00)
0.120607      	(0.000000e+00 -2.829321e-01 0.000000e+00)
0.120673      	(0.000000e+00 -2.835311e-01 0.000000e+00)
0.12074       	(0.000000e+00 -2.841308e-01 0.000000e+00)
0.120806      	(0.000000e+00 -2.847270e-01 0.000000e+00)
0.120872      	(0.000000e+00 -2.853240e-01 0.000000e+00)
0.120938      	(0.000000e+00 -2.859217e-01 0.000000e+00)
0.121004      	(0.000000e+00 -2.865158e-01 0.000000e+00)
0.12107       	(0.000000e+00 -2.871106e-01 0.000000e+00)
0.121135      	(0.000000e+00 -2.877062e-01 0.000000e+00)
0.1212        	(0.000000e+00 -2.882982e-01 0.000000e+00)
0.121266      	(0.000000e+00 -2.888909e-01 0.000000e+00)
0.121331      	(0.000000e+00 -2.894843e-01 0.000000e+00)
0.121396      	(0.000000e+00 -2.900740e-01 0.000000e+00)
0.12146       	(0.000000e+00 -2.906644e-01 0.000000e+00)
0.121525      	(0.000000e+00 -2.912555e-01 0.000000e+00)
0.12159       	(0.000000e+00 -2.918473e-01 0.000000e+00)
0.121654      	(0.000000e+00 -2.924353e-01 0.000000e+00)
0.121718      	(0.000000e+00 -2.930241e-01 0.000000e+00)
0.121782      	(0.000000e+00 -2.936135e-01 0.000000e+00)
0.121846      	(0.000000e+00 -2.941990e-01 0.000000e+00)
0.12191       	(0.000000e+00 -2.947853e-01 0.000000e+00)
0.121973      	(0.000000e+00 -2.953722e-01 0.000000e+00)
0.122037      	(0.000000e+00 -2.959552e-01 0.000000e+00)
0.1221        	(0.000000e+00 -2.965388e-01 0.000000e+00)
0.122163      	(0.000000e+00 -2.971232e-01 0.000000e+00)
0.122226      	(0.000000e+00 -2.977082e-01 0.000000e+00)
0.122289      	(0.000000e+00 -2.982891e-01 0.000000e+00)
0.122352      	(0.000000e+00 -2.988708e-01 0.000000e+00)
0.122414      	(0.000000e+00 -2.994531e-01 0.000000e+00)
